ID,Response Status,Participant Type,Q1_6_TEXT,Q4,"For those who answered Q4, do they know which app store they are using?",Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_7,Q8_8,Q8_9,Q8_10,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_15,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_11,Q11_12,Q11_7,Q11_8,Q11_9,Q11_10,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q14_13,Q14_15,Q14_14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q15_16,Q15_17,Q15_18,Q15_19,Q15_20,Q15_21,Q15_22,Q15_23,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29.1,Q29.2,Q29.3,Q29.4,Q29.5,Q29.6,Q29.7,Q29.8,Q29.9,Q29.10,Q29.11,Q29.12,Q29.13,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10
90,1,1,1,1,1,5,2,,,1,,1,,,,1,1,1,,,,,1,,1,,,,1,,,,1,,,,,,1,,,1,,,,1,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,1,,,,,,1,1,,,1,,1,,,,,1,,1,,1,,1,,,,1,,,1,,,1,,1,26,2,16,16,11,7,6,21,2,1,8,13,,,,,,,,,,,,,2,5,5,1,4,7,3,4,3,4,4
92,1,1,,3,1,3,2,,,,1,1,,,1,,1,,1,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,1,,1,,1,,,,,,1,,,,1,,1,,1,28,2,16,5,11,1,6,20,2,4,3,6,,,,,,4,,,,,,,,6,4,4,4,5,1,5,5,3,1
93,1,1,1,4,1,3,1,,1,,,,,,,,1,,1,,,,1,,,,1,,,1,1,,1,,,,,1,1,1,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,1,,,1,1,,,,1,1,,,1,,1,1,1,,1,,,1,,,,,,1,,1,1,1,,,1,1,1,1,1,1,,1,39,2,16,16,8,4,7,20,2,1,8,6,,,,,,12,,,,,,,,4,3,7,2,7,6,7,4,7,1
94,1,1,1,1,1,9,2,,1,,,1,,1,,,,,1,1,1,,,,,,1,1,,1,,,,,,1,,1,,,,,1,,,,1,1,,,,,1,,1,1,,,1,1,1,,,1,,,1,,,1,1,,,,,,1,1,1,,1,1,1,,,,,1,1,,,,,1,1,,1,1,,,,,1,1,1,,,2,37,2,16,9,11,4,6,22,2,4,3,8,,,,,,,,4,,,,,,5,1,4,1,5,2,6,4,4,2
95,1,1,1,3,1,5,2,,1,,,,,,,,,,1,,,,1,,1,,,1,1,1,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,1,,1,,1,,,1,,,1,,,,,,1,,,1,,1,,,1,,1,1,,1,28,3,16,9,11,7,6,23,2,4,3,13,,,,,,,,,,,,,2,2,3,7,3,5,2,3,4,6,6
96,1,1,0,1,1,7,2,,,1,,,,1,,,,,,1,,,1,,,,,,1,1,1,,,,,,,,,1,,1,1,,,,,,,,,,1,,,1,1,,,,1,,1,,,,,,,,1,1,1,,1,,,,1,,,1,,,,1,,,1,,1,,,1,,,,,,1,1,,,,,,,1,24,2,11,9,5,1,5,19,2,4,24,8,,,,,,,,7,,,,,,5,3,5,5,4,4,4,5,4,4
98,1,1,1,1,1,6,3,,1,,1,1,,1,,1,,,,,,,,,,,,1,1,,1,,1,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,1,,,1,,,,,,,,,,1,,1,,,1,1,1,,,,,,1,1,1,,,,,1,,1,1,,1,33,3,16,16,11,1,6,20,2,1,8,13,,,,,,,,,,,,,2,5,5,2,3,6,2,5,4,6,4
100,1,1,1,3,1,4,2,1,,1,1,1,,,,,,,1,,,,,,1,,1,,1,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,1,,1,,,1,,,1,,1,,1,,,,,,1,,,1,,,,1,,,,1,,,,,,,,1,26,2,16,16,11,1,6,18,2,1,8,13,,,,,,,,,,,,,2,2,4,6,4,3,4,5,3,4,4
101,1,1,1,3,1,2,1,,,,1,1,,,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,27,2,16,16,11,7,3,17,2,1,3,13,,,,,,,,,,,,,2,3,4,5,2,4,4,5,2,5,2
102,1,1,1,1,1,4,1,,1,,,,,,,,,,1,,1,,,,,1,1,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,1,46,2,2,1,1,4,7,23,2,6,3,1,8,,,,,,,,,,,,,5,3,5,3,6,5,5,3,6,2
103,1,1,1,1,1,5,2,,1,,1,1,,1,,,1,,1,1,1,,1,1,1,,1,1,,1,,,1,1,,1,,1,,,,1,,,,,,1,1,,,,1,,1,1,,1,,,,,,1,,1,1,,,1,1,1,,,1,,1,1,1,,1,1,,,1,,,1,,1,,,1,1,1,1,,,,1,1,1,1,1,1,1,,1,46,3,16,16,11,1,7,24,2,1,8,13,,,,,,,,,,,,,2,5,5,4,2,6,4,6,2,5,2
104,1,1,1,5,1,5,3,,,,1,1,,,1,,1,,,,,,1,,,,1,,1,1,1,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,1,,,,,1,,,,,,1,,,1,1,1,1,,,,,1,,1,,,,1,58,3,16,16,1,1,5,50,2,1,2,13,,,,,,,,,,,,,2,6,4,6,4,6,2,5,4,5,5
106,1,1,0,3,1,2,1,,1,,,,,1,,,,,1,1,1,,1,,1,,1,1,1,1,1,1,1,,,,,1,,,,,,,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,1,1,,,,,1,1,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,1,,1,27,2,2,1,1,4,5,16,2,1,4,1,5,,,,,,,,,,,,,6,3,7,2,6,2,6,1,6,2
107,1,1,1,3,1,1,1,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,1,1,1,1,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,1,31,2,10,8,4,4,6,25,2,4,24,6,,,,,,3,,,,,,,,4,5,5,3,6,3,5,4,5,4
108,1,1,1,3,1,6,2,,1,,,1,,,1,,,,,,,1,1,,,,1,,1,1,1,,1,,,1,,1,,,,,,,,1,1,1,,,1,,,,,,,,,,,,1,,,,,,,1,1,,1,,,1,1,,,,,1,1,,,,,,1,,,,,1,,1,,,,1,,,1,1,1,,,2,32,3,16,14,2,1,7,24,2,1,3,3,,,8,,,,,,,,,,,3,2,6,1,7,4,5,2,6,1
109,1,1,0,3,1,6,3,,1,,1,1,,,,,1,1,1,,,,1,,1,1,1,,,1,1,,,,,,,1,,1,,1,1,,,1,1,1,,,,,,,,1,,,,,,,,1,,,1,,,1,1,,,,1,,,1,1,,1,,,,1,1,,,1,1,,,,,,,1,1,,1,,,1,1,1,,,1,24,1,10,8,4,4,3,14,2,1,3,6,,,,,,3,,,,,,,,5,1,6,3,6,4,5,2,4,3
110,1,1,1,3,1,6,2,,,,1,1,,,,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,1,,,,1,,,,1,,,,1,1,,,,,,,,1,1,1,1,1,,,,,,,,,1,,,1,1,,,,,,1,,,1,1,,,1,,,1,1,1,1,,,1,,1,,1,,1,,,1,1,1,,,1,32,3,16,16,1,7,3,15,2,1,3,3,,,5,,,,,,,,,,,5,3,4,1,7,5,2,5,1,5
111,1,1,1,3,1,5,3,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,34,2,10,8,4,4,7,26,2,1,3,6,,,,,,5,,,,,,,,5,3,7,3,3,6,4,2,5,6
112,1,1,1,1,1,5,2,,1,1,1,1,,1,,1,,,1,,,,1,,,,1,1,1,1,1,,1,,,,,1,,,,1,1,,1,,1,,,,,,1,,,1,,,1,,,,1,,,,,,,1,,,1,,1,1,,,,1,1,1,1,,1,1,,1,1,1,1,1,,1,,1,1,1,1,1,,,1,1,1,1,,1,40,1,4,14,1,4,7,19,2,3,3,3,,,9,,,,,,,,,,,5,7,7,2,6,3,5,1,6,1
113,1,1,1,3,1,5,2,,1,1,,,1,1,,1,1,1,1,,1,,,,1,,1,1,,1,1,,1,,,,,1,1,1,,,,1,,,,,,,,1,1,,,,,,1,,,,1,,,,,,,,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,,,,1,,,,,,1,,,,,,,1,1,1,,,1,54,3,5,3,1,4,2,0,2,3,3,4,,,,12,,,,,,,,,,5,5,4,4,7,5,5,1,6,1
114,1,1,1,1,1,4,1,,1,,,,,1,,,,,1,,1,1,1,,,,,1,,1,1,,,,,1,,1,,,,1,,,,,1,1,,,1,1,,,,,,,1,1,,,1,,,,,,,1,1,1,1,,1,,,1,,1,1,1,1,,,,,,1,,,,,,1,,,,,,,1,,,,1,,2,35,3,16,14,11,2,6,28,2,1,24,3,,,5,,,,,,,,,,,5,5,6,2,6,2,5,1,6,3
115,1,1,0,1,1,3,3,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,1,,1,1,,,1,1,,,1,,,,,,,1,,,,1,,,,1,33,3,16,3,11,6,6,20,2,6,1,4,,,,12,,,,,,,,,,1,1,7,1,7,1,1,1,6,1
116,1,1,1,1,1,4,2,,1,1,1,1,,,,1,1,1,1,,1,,,1,,,1,,,1,,,1,,,,,1,,,,1,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,1,,,1,,,1,,1,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,2,38,2,4,14,11,6,7,22,2,1,3,3,,,5,,,,,,,,,,,6,2,5,6,7,2,7,5,2,2
117,1,1,1,3,1,4,2,,1,,,,,1,,,,,1,,1,,1,,1,,1,1,1,1,1,,,,,,,1,,,,1,1,1,,,1,,,,,,,,,1,1,,1,,,,1,,,,,,,1,1,,,,1,1,1,1,,1,1,1,,,1,1,,,1,1,,1,,1,1,1,,1,,1,,,1,1,1,1,,1,39,3,16,15,11,4,7,21,2,1,3,12,,,,,,,,,,,,12,,5,3,6,5,6,4,6,2,3,2
118,1,1,1,1,1,3,1,,1,1,1,1,,1,,,,,1,,,,1,,1,,1,1,,1,1,,,,,1,1,1,,,,1,1,,,,1,,,,,,1,,,1,,,,,1,,,1,1,,1,1,,1,1,1,1,,1,1,,,,1,,1,1,,,,,1,1,,1,,,,,1,,1,,1,,,1,,1,,,2,29,1,16,14,11,1,7,21,2,1,3,3,,,9,,,,,,,,,,,3,2,7,5,6,6,4,5,4,1
119,1,1,0,1,1,6,3,,,1,1,,,1,,1,1,1,,1,1,,1,,1,,1,1,1,1,1,,,1,,1,,1,1,1,,1,1,,,,1,1,,,,,1,,1,1,1,1,1,,1,,,,,1,,1,,1,1,,1,,,,,,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,,1,,1,,1,1,,1,1,1,1,,1,26,2,16,16,1,1,6,20,2,1,4,13,,,,,,,,,,,,,2,4,4,5,3,7,4,2,3,5,6
120,1,1,1,3,1,6,2,,1,1,1,,,,1,,1,,1,,,,1,,1,,,1,1,,,,1,,,,,1,,,,1,1,,,,1,,,,,,,,,1,1,,,,1,,,1,1,,1,,,1,1,,,,,,,1,,1,1,,,,1,1,,,,1,1,,1,1,1,1,1,1,,1,,,1,1,1,,,1,29,1,16,14,11,4,7,20,2,4,3,3,,,6,,,,,,,,,,,6,5,6,2,7,3,7,4,7,1
121,1,1,1,1,1,6,3,,1,1,,,,1,,,,,,1,1,,1,,,,1,1,1,1,1,,1,1,,1,,1,,,,,1,,,1,,1,,,,,,,,1,,,1,,1,,,1,,,1,,,1,1,1,1,,1,,1,1,1,1,1,1,1,,,1,,1,1,1,1,,,1,1,1,,,,1,,1,1,1,1,,,1,25,2,16,14,11,4,6,17,2,4,8,6,,,,,,3,,,,,,,,6,5,6,3,3,3,5,2,5,5
122,1,1,1,2,1,4,1,,1,,,1,,,,,,1,1,,,,,,,,1,1,,1,,1,,,,1,,1,1,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,1,1,1,1,,1,,1,,,1,,,1,,1,34,3,16,14,11,2,6,22,2,4,16,3,,,4,,,,,,,,,,,3,2,7,1,6,6,6,1,7,4
123,1,1,1,3,1,2,1,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,53,3,16,1,11,1,5,23,3,6,3,1,12,,,,,,,,,,,,,6,1,7,2,7,6,7,1,7,2
124,1,1,1,3,1,4,1,,1,1,1,,,,,1,1,1,1,,,,1,,1,,1,,1,1,1,,,,,,,1,1,1,,1,1,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,1,1,,1,,1,1,1,1,1,1,1,1,,,,,,,,1,,1,,,,1,,,,1,,,,,,1,,2,21,2,16,16,7,1,5,17,2,4,24,13,,,,,,,,,,,,,2,4,5,4,5,4,5,5,4,4,4
125,1,1,,3,1,7,2,,1,1,1,1,,,,1,1,1,1,,,,1,,1,,1,1,1,1,1,,1,,,1,,1,1,,,1,,,,1,1,1,,,,,,,1,1,,1,1,,,,,,,,1,,,1,1,1,,,,,1,1,,1,1,1,1,,,1,,,,,,1,,,,1,,,,1,,,1,,,,,2,25,3,6,16,1,1,5,22,2,1,11,13,,,,,,,,,,,,,2,2,6,3,4,1,1,4,4,4,5
126,1,1,0,1,1,4,1,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2,23,2,16,16,7,1,3,16,2,3,16,13,,,,,,,,,,,,,2,1,1,6,1,5,5,7,2,5,5
127,1,1,0,3,1,2,1,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,1,1,,,1,1,,,1,,,,,2,34,3,6,16,7,1,5,20,2,1,11,13,,,,,,,,,,,,,1,2,6,3,6,4,3,2,2,2,6
128,1,1,0,3,1,3,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,1,1,,,,,1,,,,,,,,,,,2,19,2,6,16,1,1,3,14,2,1,1,13,,,,,,,,,,,,,2,6,1,3,1,5,2,7,2,5,2
129,1,1,1,3,1,3,1,,,1,,,,,,,,1,1,,,,1,,,,,,,1,1,,,,,1,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,1,,1,1,,,,,,,,,,1,,1,,,,1,,1,,,,1,,,1,,,,,2,24,2,16,16,7,1,5,20,2,1,7,13,,,,,,,,,,,,,2,6,6,6,4,6,4,6,2,5,1
130,1,1,1,3,1,3,2,,1,1,1,1,,,,,,,,,1,,1,1,1,,1,1,1,1,1,,1,,,1,,1,,,1,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,1,1,,1,1,1,1,,,,1,1,,,,1,,,,,,,,,,1,,,,,,1,,2,26,2,6,16,1,1,5,16,2,1,3,13,,,,,,,,,,,,,2,4,4,4,4,5,3,4,4,4,3
132,1,1,0,3,1,5,1,,1,,,1,,,,1,,1,1,1,1,,1,,1,,,,,1,,,,1,,1,,,,1,,1,,,,1,1,1,,,1,,,,,,,,,,,,1,,,,,,,1,,1,,,1,1,,1,,1,1,,1,,1,,,1,,,,,1,1,,,,,,1,,1,1,,1,,,1,30,2,16,16,1,1,5,20,2,1,16,13,,,,,,,,,,,,,2,6,5,6,2,7,6,6,3,6,3
133,1,1,1,1,1,5,2,,,1,1,,,,,,,1,1,,,,,,1,,,,1,1,1,,,,,,,,1,1,,,,,,,1,1,,,,,,,1,,,,,,,,,1,1,,,1,,,,,,,,,,,,1,1,1,1,,1,,,,1,,,,,,,1,,,1,,,,1,,1,,,2,33,3,16,16,7,1,6,24,2,1,10,13,,,,,,,,,,,,,1,7,7,4,5,7,1,6,3,5,2
134,1,1,,2,1,2,1,,,,,1,,,,,,1,1,,,,1,,,,1,1,1,,1,,1,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,1,,,1,1,,,,2,26,2,16,16,1,1,5,19,2,1,8,13,,,,,,,,,,,,,2,4,3,5,2,6,5,4,3,3,1
135,1,1,1,1,1,4,2,,1,,1,1,,1,,1,1,,1,1,1,,1,1,1,1,1,1,1,,1,,1,1,,,,1,1,1,,1,1,,,,1,1,,,,1,,,1,1,1,1,1,,,,1,,,,,,,,1,,,,,,1,,1,1,1,1,1,,1,1,,1,1,1,,,1,1,1,1,1,1,,1,1,,1,1,1,1,,1,33,1,16,16,3,4,7,21,2,1,1,6,,,,,,8,,,,,,,,6,3,7,2,5,3,4,2,6,5
137,1,1,1,1,1,4,2,,,1,1,,,,,,1,,,,,,,,,,1,,1,,1,,1,,,1,,1,,,,,1,,,,,1,,,,,,,,1,,1,,,,,1,,,,,,,,1,,,,,1,,,,1,,,1,,,,,,,1,,,,,,1,,,,1,,,,1,,,,2,23,2,16,16,1,1,5,17.5,2,1,2,13,,,,,,,,,,,,,2,4,4,4,3,5,3,5,4,4,4
138,1,1,0,3,1,4,1,,1,,,1,,,,,,,1,,1,,1,,1,,1,1,,,1,,,,,1,,1,,,,,,,,,,1,1,,1,,,,,,,,,,,,1,,,,,,,1,1,,,,1,,1,1,1,,1,,1,,,1,,,,1,,,,,,,,,,1,,,1,,1,1,,2,34,1,16,16,7,1,5,20,2,1,2,13,,,,,,,,,,,,,2,5,4,6,4,5,3,6,3,6,6
139,1,1,0,3,1,5,2,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,34,3,16,16,7,1,5,15,2,1,16,13,,,,,,,,,,,,,2,5,5,5,6,6,6,6,5,6,6
140,1,1,1,3,1,7,2,,1,,,1,,1,,,,,1,,,,1,,,,1,,,1,,,,,,1,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,1,1,,,1,1,,,,1,,1,1,1,,1,,,1,1,1,1,,1,30,3,6,1,11,1,6,20,2,1,2,1,12,,,,,,,,,,,,,4,3,5,4,5,5,5,5,5,3
142,1,1,1,1,1,4,2,,1,,1,1,,,,,1,,1,,,,1,,,,1,1,,1,1,,,,,,,1,,1,,1,,,,,1,1,,,,,,,,1,,,,,1,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,1,,,,1,1,1,,1,,1,1,,1,1,1,1,,2,38,2,16,16,11,1,7,25,2,1,4,13,,,,,,,,,,,,,2,6,2,5,2,7,2,7,4,5,2
143,1,1,0,1,1,4,2,,1,,1,1,,1,,,1,,1,,,,1,,1,1,1,1,,1,1,,1,,,,,1,1,1,,,1,,,1,,,,,1,,,,1,1,1,1,1,,,,1,,,,,,,1,1,1,,,,1,,,,1,1,1,1,,,,,,,,,1,1,1,1,1,,,,1,,,1,,,,,1,39,2,16,16,11,1,7,25,2,1,3,13,,,,,,,,,,,,,1,5,2,6,2,6,6,7,2,6,2
144,1,1,1,1,1,6,2,,1,,1,1,,1,,1,,,1,1,1,,1,,,,1,1,,1,,,1,1,1,1,,1,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,1,1,1,,1,,1,,,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,32,2,5,6,1,6,7,25,2,1,3,6,,,,,,5,,,,,,,,6,1,6,2,7,5,7,1,5,1
145,1,1,1,3,1,4,2,,1,1,1,,,,,,,1,1,,,,,,,,1,,,1,1,1,1,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,1,,1,,,,1,,1,,1,1,1,,,,,,,,,1,,,1,1,,,1,1,,,1,,1,,,2,34,3,16,16,11,1,6,18,2,1,3,13,,,,,,,,,,,,,1,2,1,1,6,3,4,5,5,3,5
146,1,1,0,1,1,5,2,,1,,,,,1,,1,1,,1,1,,,1,1,,,1,1,1,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,1,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,38,3,4,14,1,4,6,11,1,6,2,3,,,12,,,,,,,,,,,5,6,6,4,7,6,6,1,1,2
147,1,1,1,1,1,5,4,,1,,,,,,1,1,1,,1,,,,,,,,,1,1,1,1,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,1,1,,,,1,,,,1,1,1,,,,,1,,1,1,1,,1,,1,,,1,1,,,1,,1,,,2,38,3,16,16,11,1,7,25,2,1,8,13,,,,,,,,,,,,,1,5,4,6,3,7,5,7,2,4,2
148,1,1,0,2,1,2,1,,,1,1,1,,,,,1,,1,,,,,,1,,1,1,1,,1,,,1,,1,,1,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,1,,1,,1,,,1,,1,1,,,,,,,1,,,,1,,1,,,,,1,,1,1,1,1,,1,31,2,16,16,11,1,5,15,2,3,22,13,,,,,,,,,,,,,1,7,4,6,2,6,2,7,4,6,4
149,1,1,1,3,1,7,4,,1,,1,1,,1,,1,,1,1,,1,,1,,1,,,,,1,,,,1,,1,,,,,,1,1,,,,,,,,,,,,,1,,,1,1,,,,1,,,1,,,1,1,,,,,,1,,1,1,1,1,1,,1,,,1,1,1,,,,1,,,,,,1,,1,,,1,1,,1,32,1,10,8,4,4,6,18,2,4,24,6,,,,,,3,,,,,,,,4,2,5,2,6,3,5,1,4,3
150,1,1,0,3,1,6,5,,1,,,1,,1,,1,,,,,,,,,1,,,1,,,,,,1,,1,,1,1,,,1,,,,,,1,,,,,,,,,,1,1,,,,,1,,,1,,,1,1,1,,1,,,,,,1,,1,1,,1,,1,1,1,1,1,1,1,1,,1,1,1,,1,,1,1,,1,1,,1,34,1,6,16,7,1,3,12,2,1,20,13,,,,,,,,,,,,,2,5,3,6,4,5,6,4,5,5,6
151,1,1,0,1,1,4,2,,,,,1,1,1,,,,,1,1,,,1,,1,,1,1,1,1,1,,1,,,1,,1,,,,1,,,,1,1,1,,,,,1,,,1,,,,,,,1,,,,,,,1,,1,1,,,1,,1,1,,1,,1,,,,,,,,1,,,,,1,1,,,1,,,1,1,1,,,2,31,3,2,1,11,1,5,23,2,2,2,1,5,,,,,,,,,,,,,6,5,5,6,5,3,6,7,5,5
152,1,1,0,3,1,4,2,,1,1,1,,,1,,,,,1,1,1,,1,,,,1,1,,1,1,,1,,,,,1,,,,1,1,,,,1,,,,,,,,1,1,,,1,,,,,1,,1,,,,,1,1,,,1,,,,,1,,1,1,,1,,,1,1,,,,,,1,1,,,,,1,,1,1,1,,,1,40,3,4,14,1,4,7,21,2,1,8,3,,,7,,,,,,,,,,,1,5,5,2,5,6,5,2,1,2
154,1,1,1,3,1,2,1,,1,,,1,,,,,1,,,,1,,,,1,,1,,,,1,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,1,,1,,,,1,1,1,,1,1,,1,,1,,,1,,1,,,,,,,,,,1,,,,,,,,2,24,2,6,16,11,1,6,18,2,1,4,13,,,,,,,,,,,,,1,7,4,6,3,6,6,5,2,5,2
155,1,1,1,6,1,7,3,,,1,,1,,1,,1,,,,,,,,,,,1,1,,,1,,1,1,,,,1,,1,,,1,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,1,,,1,,,,1,,,,,,,1,,,,,,,,,,1,,,,,1,,,1,19,2,6,1,11,1,2,13,2,4,24,1,1,,,,,,,,,,,,,4,5,4,3,4,5,5,3,6,2
157,1,1,0,1,1,3,1,,1,,1,,,,,1,,,1,,,,,,,1,1,,,1,1,,1,,,,,1,1,1,,1,,,,1,1,1,,,,,,,,1,,,,,1,,1,,,,,,,,1,,,,,,,,,1,,1,1,,,,,,1,1,,,,1,,1,,,,1,,,1,1,1,1,,1,38,3,16,16,11,6,7,19,2,1,3,6,,,,,,3,,,,,,,,5,6,7,6,7,3,4,4,4,2
158,1,1,0,1,1,4,2,,1,,,1,,,1,,1,,,,,,,,,,,,,1,,1,,,,1,,,,,,1,1,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,30,3,4,14,1,7,7,5,3,1,6,3,,,9,,,,,,,,,,,2,5,6,4,4,4,5,5,4,4
159,1,1,1,1,1,5,2,,1,1,1,1,,,,1,,1,1,,1,,1,,1,1,1,,1,1,1,,1,1,,,,1,1,,,1,1,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,1,1,1,1,,1,1,1,,,1,1,1,1,,,,,1,,1,,,,,,1,,,,1,,,,,1,1,,1,27,1,16,16,8,4,6,19,2,4,24,6,,,,,,3,,,,,,,,6,5,5,5,6,4,7,5,5,5
160,1,1,1,3,1,4,2,,,,,1,,,,,,,,1,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,1,,1,,1,,1,,1,1,1,1,1,1,1,1,,1,1,1,1,,1,42,3,4,14,1,1,7,19,2,4,8,3,,,6,,,,,,,,,,,6,5,6,2,7,3,6,2,6,1
161,1,1,1,1,1,6,2,,,1,,1,,1,,1,1,,1,1,1,,1,,1,,,1,1,1,1,,1,,,1,,1,1,1,,1,1,,,1,1,1,,,1,,,,,,,,,,,,,1,,,,,,1,1,,,,,,1,,1,,1,,1,,1,,,,,,1,,1,,,1,,1,,1,,,1,1,1,1,,1,31,2,12,16,10,3,6,18.5,2,1,3,13,,,,,,,,,,,,,1,4,6,6,2,6,6,5,3,6,4
